Date,Hour,DryBulb,DewPnt,WetBulb,Humidity,ElecPrice,SYSLoad
19/8/08,18.5,13.6,4.35,9.35,53.5,79.55,12611.04
19/8/08,19,13.4,4.5,9.3,55,82.27,12667.43
19/8/08,19.5,13.1,4.45,9.15,56,62.05,12527.69
19/8/08,20,12.8,4.4,9,57,59.59,12377.61
19/8/08,20.5,12.7,4.45,8.95,57.5,49.84,12195.89
19/8/08,21,12.6,4.5,8.9,58,44.13,11927.95
19/8/08,21.5,12.5,4.65,8.9,59,36.83,11540.19
19/8/08,22,12.4,4.8,8.9,60,30.08,10980.92
19/8/08,22.5,11.35,5.15,8.5,66,34.47,10885.74
19/8/08,23,10.3,5.5,8.1,72,30.78,10415.79
19/8/08,23.5,9.700000002,5.250000001,7.700000001,73.5,35.59,10208.15
20/8/08,0,9.1,5,7.3,75,31.59,9933.23
20/8/08,0.5,9.05,4.499999999,7.049999999,72.99999999,29.72,9751.48
20/8/08,1,9,4,6.8,71,27.51,9515.52
20/8/08,1.5,9.2,3.4,6.7,67,27.34,9424.56
20/8/08,2,9.4,2.8,6.6,63,22.72,9144.46
20/8/08,2.5,9.35,2.95,6.65,64,24.7,8718.07
20/8/08,3,9.3,3.1,6.7,65,22.76,8318.7
20/8/08,3.5,9.2,3.2,6.65,66,21.91,8008.46
20/8/08,4,9.1,3.3,6.6,67,21.79,7806.95
20/8/08,4.5,8.75,3.7,6.55,70.5,21.71,7724.52
20/8/08,5,8.4,4.1,6.5,74,21.86,7807.16
20/8/08,5.5,8.45,3.600000001,6.35,71.50000001,21.78,8196.13
20/8/08,6,8.5,3.1,6.2,69,24.52,8709.39
20/8/08,6.5,8.950000001,3.25,6.500000001,67.5,36.62,9746.49
20/8/08,7,9.4,3.4,6.8,66,43.55,10699.79
20/8/08,7.5,10.1,3.55,7.25,63.5,42.57,11201.61
20/8/08,8,10.8,3.7,7.7,61,46.45,11703.51
20/8/08,8.5,11.75,4.049999999,8.299999998,59.00000001,47.27,11742.38
20/8/08,9,12.7,4.4,8.9,57,40.74,11503.42
20/8/08,9.5,13.55,4.149999999,9.250000001,52.99999999,41.12,11367.7
20/8/08,10,14.4,3.9,9.6,49,40.89,11230.89
20/8/08,10.5,15.15,3,9.7,44,38.33,11037.46
20/8/08,11,15.9,2.1,9.8,39,38.13,10860.58
20/8/08,11.5,16.45,1.95,9.999999999,37.5,35.68,10596.38
20/8/08,12,17,1.8,10.2,36,28.65,10391.12
20/8/08,12.5,17.5,1.75,10.45,34.5,30.06,10273.5
20/8/08,13,18,1.7,10.7,33,32.39,10158.38
20/8/08,13.5,18.2,2.35,11,34.5,33.61,10079.89
20/8/08,14,18.4,3,11.3,36,32.01,9905.39
20/8/08,14.5,18.8,3.249999999,11.55,35.5,32.11,9869.5
20/8/08,15,19.2,3.5,11.8,35,31.97,9831.87
20/8/08,15.5,17.55,4.350000002,11.3,42.00000002,32.08,9812.95
20/8/08,16,15.9,5.2,10.8,49,32.06,9852.11
20/8/08,16.5,15.8,3.9,10.3,45,31.33,10029.54
20/8/08,17,15.7,2.6,9.8,41,25.46,10332.12
20/8/08,17.5,15.45,3.249999998,9.9,43.99999999,31.18,10801.67
20/8/08,18,15.2,3.9,10,47,41.68,11767.38
20/8/08,18.5,14.95,4.900000003,10.25,51.50000001,49.08,12147.17
20/8/08,19,14.7,5.9,10.5,56,55.75,12148.05
20/8/08,19.5,14.55,6.05,10.5,57,45.94,11994.66
20/8/08,20,14.4,6.2,10.5,58,42.84,11849.1
20/8/08,20.5,14.25,6.699999999,10.6,60.49999999,41.92,11714.68
20/8/08,21,14.1,7.2,10.7,63,39.65,11474.53
20/8/08,21.5,13.75,7.25,10.55,65.00000001,37.24,11120.56
20/8/08,22,13.4,7.3,10.4,67,33.26,10700.83
20/8/08,22.5,13.15,5.95,9.75,62,36.81,10662.03
20/8/08,23,12.9,4.6,9.1,57,32.99,10237.22
20/8/08,23.5,12.15,5.099999999,8.900000001,61.99999999,36.73,9945.35
21/8/08,0,11.4,5.6,8.7,67,32.92,9705.36
21/8/08,0.5,11.25,4.599999997,8.249999999,63.49999999,28.85,9515.24
21/8/08,1,11.1,3.6,7.8,60,25,9357.99
21/8/08,1.5,11.05,3.3,7.65,59,24.5,9172.28
21/8/08,2,11,3,7.5,58,22.44,8924.26
21/8/08,2.5,10.85,3.599999998,7.65,60.99999999,27.22,8472.67
21/8/08,3,10.7,4.2,7.8,64,23.44,8186.18
21/8/08,3.5,10.2,4.750000002,7.75,69.00000001,19.91,7833.44
21/8/08,4,9.7,5.3,7.7,74,17.32,7686.16
21/8/08,4.5,9.75,4.85,7.55,71.5,16.13,7602.03
21/8/08,5,9.8,4.4,7.4,69,17.66,7693.75
21/8/08,5.5,10.05,3.650000002,7.25,64.50000001,21.18,8039.98
21/8/08,6,10.3,2.9,7.1,60,23.74,8565.87
21/8/08,6.5,9.949999999,3.800000003,7.25,65.50000002,30.48,9524.3
21/8/08,7,9.6,4.7,7.4,71,37.17,10514.21
21/8/08,7.5,9.75,4.25,7.3,68.5,37.97,11070.51
21/8/08,8,9.9,3.8,7.2,66,44.03,11491.73
21/8/08,8.5,11,3.8,7.799999998,61.50000001,44.02,11520.4
21/8/08,9,12.1,3.8,8.4,57,41.92,11352.92
21/8/08,9.5,13.75,3.599999999,9.150000002,50.99999998,42.35,11239.23
21/8/08,10,15.4,3.4,9.9,45,41.26,11124.59
21/8/08,10.5,16.25,3.3,10.3,42,38.78,10931.02
21/8/08,11,17.1,3.2,10.7,39,39.32,10844.13
21/8/08,11.5,17.65,2.150000003,10.65,35.50000001,39.47,10616.59
21/8/08,12,18.2,1.1,10.6,32,38.82,10369.45
21/8/08,12.5,19,0.799999999,10.9,29.49999999,39.51,10257.52
21/8/08,13,19.8,0.5,11.2,27,38.56,10096.6
21/8/08,13.5,19.75,0.45,11.15,27,38.24,9976.81
21/8/08,14,19.7,0.4,11.1,27,39.37,9983.53
21/8/08,14.5,18.95,3.199999992,11.65,35.99999997,39.08,9913.79
21/8/08,15,18.2,6,12.2,45,36.44,9863.94
21/8/08,15.5,18.05,5.499999999,11.95,44,34.99,9849.1
21/8/08,16,17.9,5,11.7,43,35.15,9921.17
21/8/08,16.5,17.7,5.6,11.85,45,36.82,10201.36
21/8/08,17,17.5,6.2,12,47,36.95,10516.76
21/8/08,17.5,17,7.149999997,12.1,52.49999998,38.84,10958.57
21/8/08,18,16.5,8.1,12.2,58,50.61,11759.89
21/8/08,18.5,16.45,8.500000001,12.35,59.5,56.07,12001.5
21/8/08,19,16.4,8.9,12.5,61,55.6,12004.96
21/8/08,19.5,16.3,8.95,12.5,61.5,45.66,11841.64
21/8/08,20,16.2,9,12.5,62,43.88,11686.21
21/8/08,20.5,16.15,9.399999999,12.65,63.99999999,43.58,11521.51
21/8/08,21,16.1,9.8,12.8,66,41.73,11304.38
21/8/08,21.5,16.1,9.7,12.75,65.5,37.07,10871.74
21/8/08,22,16.1,9.6,12.7,65,33.53,10487.16
21/8/08,22.5,16.05,10.2,12.95,68,38.56,10421.94
21/8/08,23,16,10.8,13.2,71,34.88,10097.45
21/8/08,23.5,15.3,11.05,13,75.99999999,37.56,9925.17
22/8/08,0,14.6,11.3,12.8,81,34.66,9729.07
22/8/08,0.5,13.65,9.899999996,11.7,78.49999999,29.62,9477.03
22/8/08,1,12.7,8.5,10.6,76,30.29,9356.19
22/8/08,1.5,12.45,8.45,10.45,77,27.75,9153.75
22/8/08,2,12.2,8.4,10.3,78,22,8874.99
22/8/08,2.5,11.95,8.3,10.15,78.5,23.85,8434.56
22/8/08,3,11.7,8.2,10,79,23.22,8119.92
22/8/08,3.5,11.75,8.05,9.95,78,17.68,7744.9
22/8/08,4,11.8,7.9,9.9,77,16.28,7586.54
22/8/08,4.5,12.6,8.7,10.65,77,15.43,7500.89
22/8/08,5,13.4,9.5,11.4,77,21.01,7592.26
22/8/08,5.5,12.95,9.45,11.15,78.99999999,21.92,7898.77
22/8/08,6,12.5,9.4,10.9,81,24.57,8407.03
22/8/08,6.5,11.7,8.599999998,10.15,81,32.19,9306.95
22/8/08,7,10.9,7.8,9.4,81,36.74,10216.49
22/8/08,7.5,10.6,7.95,9.3,83.5,36.4,10646.47
22/8/08,8,10.3,8.1,9.2,86,43.44,11202.24
22/8/08,8.5,10.4,8.499999999,9.449999999,87.99999999,52.16,11326.71
22/8/08,9,10.5,8.9,9.7,90,50.69,11253.37
22/8/08,9.5,11.15,9.550000002,10.35,90,55.21,11342.82
22/8/08,10,11.8,10.2,11,90,55.08,11358.93
22/8/08,10.5,11.8,9.95,10.85,88.5,46,11291.6
22/8/08,11,11.8,9.7,10.7,87,44.27,11191.83
22/8/08,11.5,11.7,9.949999999,10.8,88.99999999,46.7,11025.91
22/8/08,12,11.6,10.2,10.9,91,56.61,10982.43
22/8/08,12.5,11.4,9.649999998,10.55,88.99999999,53.03,10902.47
22/8/08,13,11.2,9.1,10.2,87,47.9,10850.17
22/8/08,13.5,11.15,8.9,10.05,86,46.32,10822.11
22/8/08,14,11.1,8.7,9.9,85,44.7,10801.15
22/8/08,14.5,10.8,8.6,9.700000001,86,45.02,10731.87
22/8/08,15,10.5,8.5,9.5,87,44.74,10707.55
22/8/08,15.5,10.4,8.5,9.45,88,44.18,10767.81
22/8/08,16,10.3,8.5,9.4,89,50.41,10989.81
22/8/08,16.5,10.25,8.2,9.25,87.5,60.58,11264.97
22/8/08,17,10.2,7.9,9.1,86,57.42,11424.43
22/8/08,17.5,10.2,7.600000001,8.95,84.00000001,47.42,11668.11
22/8/08,18,10.2,7.3,8.8,82,64.5,12329.64
22/8/08,18.5,10.15,7.15,8.7,81.5,100.88,12596.5
22/8/08,19,10.1,7,8.6,81,98.98,12503.27
22/8/08,19.5,10.05,6.45,8.35,78.5,90.98,12255.76
22/8/08,20,10,5.9,8.1,76,73.88,12020.14
22/8/08,20.5,9.95,5.8,8.05,75.5,67.33,11855.57
22/8/08,21,9.9,5.7,8,75,57.89,11604.78
22/8/08,21.5,9.85,5.8,8,76,56.28,11320.1
22/8/08,22,9.8,5.9,8,77,46.03,10958.82
22/8/08,22.5,9.4,6.5,8.05,82.5,64.94,10957.02
22/8/08,23,9,7.1,8.1,88,55.6,10669.7
22/8/08,23.5,8.600000001,7,7.850000001,89.5,84.09,10493.41
23/8/08,0,8.2,6.9,7.6,91,77.05,10291.49
23/8/08,0.5,7.799999999,6.649999999,7.249999999,92,52.21,10037.97
23/8/08,1,7.4,6.4,6.9,93,48.39,9789.65
23/8/08,1.5,8,6.8,7.4,92,44.48,9533.79
23/8/08,2,8.6,7.2,7.9,91,38.32,9186.14
23/8/08,2.5,8.7,6.900000001,7.85,88.50000001,33.14,8680.21
23/8/08,3,8.8,6.6,7.8,86,26.82,8218.29
23/8/08,3.5,8.9,6.199999999,7.65,82.99999999,23.56,7937.26
23/8/08,4,9,5.8,7.5,80,22.99,7773.81
23/8/08,4.5,9.15,5.55,7.5,78,22.94,7660.97
23/8/08,5,9.3,5.3,7.5,76,21.98,7568.55
23/8/08,5.5,9.499999999,5.15,7.55,74.00000001,24.56,7713.26
23/8/08,6,9.7,5,7.6,72,24.22,7830.69
23/8/08,6.5,9.85,4.95,7.65,71.5,26.65,8157.86
23/8/08,7,10,4.9,7.7,71,32.24,8527.9
23/8/08,7.5,10.15,4.75,7.75,69.5,30.06,9076.65
23/8/08,8,10.3,4.6,7.8,68,40.84,9766.92
23/8/08,8.5,10.75,4.7,8.049999999,66.5,55.37,10332.63
23/8/08,9,11.2,4.8,8.3,65,71.75,10680.07
23/8/08,9.5,11.5,4.95,8.500000001,64,87.32,10939.31
23/8/08,10,11.8,5.1,8.7,63,77.33,10902.64
23/8/08,10.5,12,4.95,8.75,62,71.51,10869.03
23/8/08,11,12.2,4.8,8.8,61,62.19,10653.19
23/8/08,11.5,12.9,4.500000001,9.049999999,57.00000001,55.64,10496.74
23/8/08,12,13.6,4.2,9.3,53,45.54,10298.46
23/8/08,12.5,13.6,4.450000001,9.4,54,43.26,10170.69
23/8/08,13,13.6,4.7,9.5,55,40.84,9999.29
23/8/08,13.5,13.85,4.25,9.45,52.5,40,9891.65
23/8/08,14,14.1,3.8,9.4,50,37.75,9703.48
23/8/08,14.5,13.8,3.9,9.3,51.5,35.62,9629.73
23/8/08,15,13.5,4,9.2,53,35.28,9560.2
23/8/08,15.5,13.15,4.250000001,9.1,55.00000001,35.31,9622.51
23/8/08,16,12.8,4.5,9,57,36.05,9687.5
23/8/08,16.5,12.4,5.2,9.1,61.5,38.42,9874.01
23/8/08,17,12,5.9,9.2,66,41.41,10154.67
23/8/08,17.5,11.9,5.700000001,9.05,65.5,42.69,10444.43
23/8/08,18,11.8,5.5,8.9,65,64.77,11179.18
23/8/08,18.5,11.55,5.299999999,8.699999999,65.5,94.79,11645.49
23/8/08,19,11.3,5.1,8.5,66,92.92,11683.61
23/8/08,19.5,11.15,4.65,8.25,64.5,77.36,11387.18
23/8/08,20,11,4.2,8,63,65.47,11181.43
23/8/08,20.5,10.8,4.399999999,7.95,64.5,60.43,11019.42
23/8/08,21,10.6,4.6,7.9,66,55.99,10840.44
23/8/08,21.5,10.5,4.75,7.9,67.5,51.38,10645.37
23/8/08,22,10.4,4.9,7.9,69,43.5,10359.42
23/8/08,22.5,9.9,5,7.7,71.5,52.46,10286.8
23/8/08,23,9.4,5.1,7.5,74,45.86,10026.7
23/8/08,23.5,8.750000002,4.650000001,6.950000002,75,46.97,9873.93
24/8/08,0,8.1,4.2,6.4,76,40.42,9626.31
24/8/08,0.5,7.899999999,4.25,6.3,77.5,39.93,9295.42
24/8/08,1,7.7,4.3,6.2,79,36.03,8999.1
24/8/08,1.5,7.5,4.2,6.05,79.5,35.68,8800.46
24/8/08,2,7.3,4.1,5.9,80,32.64,8483.84
24/8/08,2.5,6.950000001,4.05,5.700000001,81.5,28.38,8077.64
24/8/08,3,6.6,4,5.5,83,25.14,7812.94
24/8/08,3.5,6.5,4.05,5.45,84,21.79,7569.64
24/8/08,4,6.4,4.1,5.4,85,23.05,7460.28
24/8/08,4.5,6.3,4.1,5.35,85.5,21.98,7363.94
24/8/08,5,6.2,4.1,5.3,86,21.78,7351.15
24/8/08,5.5,5.950000001,3.850000001,5.050000001,86,22.19,7438.85
24/8/08,6,5.7,3.6,4.8,86,22.17,7562.12
24/8/08,6.5,6.050000001,3.75,5.050000001,85,22.72,7770.42
24/8/08,7,6.4,3.9,5.3,84,23.83,8128.55
24/8/08,7.5,7.55,4.25,6.1,79.5,24.8,8554.66
24/8/08,8,8.7,4.6,6.9,75,33.77,9146.37
24/8/08,8.5,9.249999998,3.950000002,6.95,69.50000002,43.48,9646.98
24/8/08,9,9.8,3.3,7,64,48.97,9944.33
24/8/08,9.5,10.7,3.45,7.550000002,60.99999999,49.63,10093.6
24/8/08,10,11.6,3.6,8.1,58,51.01,10109.72
24/8/08,10.5,12.7,3.85,8.75,55,47.8,9984.74
24/8/08,11,13.8,4.1,9.4,52,42.3,9771.98
24/8/08,11.5,14.4,4.15,9.699999999,50.00000001,40.31,9592.27
24/8/08,12,15,4.2,10,48,36.99,9387.92
24/8/08,12.5,15.7,4.450000001,10.45,47,36.35,9275.53
24/8/08,13,16.4,4.7,10.9,46,35.21,9175.13
24/8/08,13.5,16.3,3.8,10.55,43.5,34.35,8963.85
24/8/08,14,16.2,2.9,10.2,41,30.36,8712.38
24/8/08,14.5,16.35,3.849999997,10.6,43.49999999,30.59,8688.11
24/8/08,15,16.5,4.8,11,46,28.81,8751.04
24/8/08,15.5,15.7,5.300000001,10.8,50.00000001,27,8767.63
24/8/08,16,14.9,5.8,10.6,54,30.04,8877.78
24/8/08,16.5,14.25,6.5,10.55,59.5,33.58,9023.12
24/8/08,17,13.6,7.2,10.5,65,35.97,9417.4
24/8/08,17.5,13.3,7.449999999,10.45,67.49999999,38.27,9784.91
24/8/08,18,13,7.7,10.4,70,58.78,10823.5
24/8/08,18.5,12.7,7.900000001,10.35,72.50000001,94.03,11451.32
24/8/08,19,12.4,8.1,10.3,75,108.99,11607.54
24/8/08,19.5,12.3,8.2,10.3,76,83.07,11469.72
24/8/08,20,12.2,8.3,10.3,77,75.03,11350.19
24/8/08,20.5,12,8.4,10.25,78.5,67.37,11171.79
24/8/08,21,11.8,8.5,10.2,80,64.56,11008.18
24/8/08,21.5,11.55,8.700000001,10.15,82.50000001,58.79,10712.59
24/8/08,22,11.3,8.9,10.1,85,44.62,10287.27
24/8/08,22.5,10.75,8.5,9.65,86,48.36,10113.2
24/8/08,23,10.2,8.1,9.2,87,42.06,9790.23
24/8/08,23.5,9.850000001,7.750000001,8.850000001,87,46.57,9538.19
25/8/08,0,9.5,7.4,8.5,87,41.17,9252.79
25/8/08,0.5,9.149999999,7.25,8.249999999,88,34.2,8909.92
25/8/08,1,8.8,7.1,8,89,28.94,8678.84
25/8/08,1.5,8.55,6.95,7.8,89.5,27.63,8398.25
25/8/08,2,8.3,6.8,7.6,90,23.55,8202.5
25/8/08,2.5,8.35,6.600000001,7.55,88.5,24.19,7910.94
25/8/08,3,8.4,6.4,7.5,87,22.8,7679.08
25/8/08,3.5,8.5,6.55,7.6,87.5,21.98,7542.17
25/8/08,4,8.6,6.7,7.7,88,21.87,7399.36
25/8/08,4.5,8.55,6.65,7.65,88,21.98,7422.35
25/8/08,5,8.5,6.6,7.6,88,22.28,7508.21
25/8/08,5.5,8.6,6.6,7.65,87.5,24.09,7910.08
25/8/08,6,8.7,6.6,7.7,87,23.74,8428.55
25/8/08,6.5,8.900000001,6.800000001,7.900000001,87,33.5,9385.68
25/8/08,7,9.1,7,8.1,87,58.3,10375.75
25/8/08,7.5,9.55,7.05,8.35,84.5,51.44,10870.05
25/8/08,8,10,7.1,8.6,82,77.48,11324.66
25/8/08,8.5,10.6,7.05,8.899999999,78.50000001,80.87,11375.33
25/8/08,9,11.2,7,9.2,75,61.42,11014.87
25/8/08,9.5,12.05,7.05,9.650000001,71.49999999,56.23,10861.36
25/8/08,10,12.9,7.1,10.1,68,47.65,10855.57
25/8/08,10.5,13.75,7,10.5,64,44.78,10758.35
25/8/08,11,14.6,6.9,10.9,60,43.76,10619.66
25/8/08,11.5,15.35,6.95,11.25,57.50000001,45.82,10395.54
25/8/08,12,16.1,7,11.6,55,48.61,10282.95
25/8/08,12.5,15.8,6.349999998,11.2,53.5,50.48,10199.96
25/8/08,13,15.5,5.7,10.8,52,45.87,10070.16
25/8/08,13.5,15.45,5.2,10.6,50.5,43.77,10001.7
25/8/08,14,15.4,4.7,10.4,49,43.44,9949.14
25/8/08,14.5,15.65,4.899999999,10.6,49,41.49,9779.91
25/8/08,15,15.9,5.1,10.8,49,39.62,9723.47
25/8/08,15.5,15.35,5.800000002,10.8,53.00000001,39.25,9744.14
25/8/08,16,14.8,6.5,10.8,57,40.22,9882.85
25/8/08,16.5,14.6,6.65,10.75,58.5,44.17,10068.36
25/8/08,17,14.4,6.8,10.7,60,46.53,10402.9
25/8/08,17.5,14.35,6.95,10.75,61,51.01,10917.1
25/8/08,18,14.3,7.1,10.8,62,91.95,11759.19
25/8/08,18.5,14.25,7.400000001,10.9,63.5,105.67,12227.53
25/8/08,19,14.2,7.7,11,65,123.52,12309.82
25/8/08,19.5,14,8.05,11.05,67.5,88.01,12023.54
25/8/08,20,13.8,8.4,11.1,70,80.93,11864.9
25/8/08,20.5,13.6,8.55,11.05,71.5,71.55,11611.16
25/8/08,21,13.4,8.7,11,73,64.68,11413.56
25/8/08,21.5,13.25,8.900000001,11.05,75.00000001,49.91,11005.71
25/8/08,22,13.1,9.1,11.1,77,43.42,10496.91
25/8/08,22.5,13.05,8.65,10.85,75,45.03,10358.74
25/8/08,23,13,8.2,10.6,73,40.04,10051.46
25/8/08,23.5,12.5,8.2,10.35,75.49999999,46.57,9866.58
26/8/08,0,12,8.2,10.1,78,34.73,9594.07
26/8/08,0.5,11.3,8.3,9.799999999,82.00000001,33.28,9433.94
26/8/08,1,10.6,8.4,9.5,86,24.98,9285.46
26/8/08,1.5,10.45,8,9.25,84.5,26.75,9181.41
26/8/08,2,10.3,7.6,9,83,23.47,8916.38
26/8/08,2.5,9.950000001,7.799999999,8.9,86.49999999,25.02,8514.3
26/8/08,3,9.6,8,8.8,90,21.85,8176.38
26/8/08,3.5,9.299999999,8,8.65,91.5,21.61,7855.52
26/8/08,4,9,8,8.5,93,21.62,7649.36
26/8/08,4.5,8.85,7.85,8.35,93,21.61,7578.38
26/8/08,5,8.7,7.7,8.2,93,21.88,7643.84
26/8/08,5.5,8.75,7.6,8.2,92.5,22.62,8051.63
26/8/08,6,8.8,7.5,8.2,92,24.71,8574.85
26/8/08,6.5,8.75,7.35,8.1,91,34.47,9509.07
26/8/08,7,8.7,7.2,8,90,54.92,10414.83
26/8/08,7.5,9.05,7.25,8.2,88.5,46.24,10879.27
26/8/08,8,9.4,7.3,8.4,87,53.98,11226.7
26/8/08,8.5,10.3,7.3,8.849999999,82.00000001,53.11,11246.58
26/8/08,9,11.2,7.3,9.3,77,42.4,10932.74
26/8/08,9.5,12.2,7.3,9.800000001,71.99999999,40.58,10848.09
26/8/08,10,13.2,7.3,10.3,67,39.82,10657.19
26/8/08,10.5,14.6,7.55,11.1,62.5,39.34,10473.53
26/8/08,11,16,7.8,11.9,58,38.1,10342.87
26/8/08,11.5,17.6,7.75,12.6,52.50000002,35.49,10116.94
26/8/08,12,19.2,7.7,13.3,47,35.92,10000.51
26/8/08,12.5,20.15,6.399999996,13.25,40.99999998,35.2,9869.68
26/8/08,13,21.1,5.1,13.2,35,34.7,9764.6
26/8/08,13.5,19.75,6.45,13.1,42.5,35.4,9732.43
26/8/08,14,18.4,7.8,13,50,33.45,9670.12
26/8/08,14.5,18.5,7.95,13.1,50,30.53,9613.92
26/8/08,15,18.6,8.1,13.2,50,25.92,9497.05
26/8/08,15.5,18.05,8.350000001,13.05,53.00000001,26.06,9503.54
26/8/08,16,17.5,8.6,12.9,56,25.25,9543.89
26/8/08,16.5,17.05,9.9,13.3,63,24.45,9591.88
26/8/08,17,16.6,11.2,13.7,70,25.18,9772.77
26/8/08,17.5,16.7,9.950000003,13.15,64.50000002,34.76,10241.55
26/8/08,18,16.8,8.7,12.6,59,43.49,11081.41
26/8/08,18.5,16.4,8.149999998,12.2,58,53.99,11487.28
26/8/08,19,16,7.6,11.8,57,66.93,11538.68
26/8/08,19.5,15.9,7.85,11.85,58.5,56.29,11302.07
26/8/08,20,15.8,8.1,11.9,60,45,11145.96
26/8/08,20.5,15.45,8.599999999,11.95,63.49999999,43.86,11014.39
26/8/08,21,15.1,9.1,12,67,40,10790.23
26/8/08,21.5,14.45,9.2,11.75,70.50000001,41.99,10447.99
26/8/08,22,13.8,9.3,11.5,74,38.58,10137.83
26/8/08,22.5,13.6,8.95,11.25,73.5,41.87,10091.97
26/8/08,23,13.4,8.6,11,73,40.42,9780.82
26/8/08,23.5,13.2,8.799999999,11,74.99999999,41.33,9609.24
27/8/08,0,13,9,11,77,39.41,9447.79
27/8/08,0.5,12.45,9.15,10.8,80.50000001,36.53,9254.07
27/8/08,1,11.9,9.3,10.6,84,33.97,9064.37
27/8/08,1.5,11.65,8.6,10.15,81.5,32.69,8936.06
27/8/08,2,11.4,7.9,9.7,79,22.78,8682.07
27/8/08,2.5,11.75,5.700000006,9.000000002,67.50000003,25.75,8242.57
27/8/08,3,12.1,3.5,8.3,56,22.03,7913.3
27/8/08,3.5,11.5,3.850000001,8.099999999,59.50000001,21.71,7594.33
27/8/08,4,10.9,4.2,7.9,63,21.47,7428.53
27/8/08,4.5,10.25,4.55,7.7,67.5,20.62,7362.93
27/8/08,5,9.6,4.9,7.5,72,22.02,7445.36
27/8/08,5.5,9.45,4.450000001,7.250000001,70.5,22.55,7787.66
27/8/08,6,9.3,4,7,69,23.28,8312.32
27/8/08,6.5,9.600000001,3.349999998,6.9,64.99999999,30.95,9260.82
27/8/08,7,9.9,2.7,6.8,61,40.05,10155.23
27/8/08,7.5,10.5,2.9,7.2,59.5,36.82,10576.21
27/8/08,8,11.1,3.1,7.6,58,43.6,10874.12
27/8/08,8.5,12.15,4.449999996,8.649999997,59.5,40.08,10838.78
27/8/08,9,13.2,5.8,9.7,61,39.24,10634.72
27/8/08,9.5,14.55,6.850000003,10.8,60,39.68,10559.61
27/8/08,10,15.9,7.9,11.9,59,38.48,10435.59
27/8/08,10.5,16.4,8.2,12.25,58.5,36.82,10366.13
27/8/08,11,16.9,8.5,12.6,58,36.34,10294.38
27/8/08,11.5,16.1,8.45,12.2,60.49999999,37.27,10189.56
27/8/08,12,15.3,8.4,11.8,63,37.96,10065.81
27/8/08,12.5,15.35,8.650000001,11.95,64,37.66,10068.92
27/8/08,13,15.4,8.9,12.1,65,37.75,9966.44
27/8/08,13.5,15.1,8.65,11.85,65,37.66,9906.51
27/8/08,14,14.8,8.4,11.6,65,37.77,9820.88
27/8/08,14.5,15,7.350000003,11.25,60.00000001,36.32,9767.25
27/8/08,15,15.2,6.3,10.9,55,39.76,9715.26
27/8/08,15.5,14.6,5.999999999,10.5,56,36.11,9681.11
27/8/08,16,14,5.7,10.1,57,35.68,9788.17
27/8/08,16.5,13.95,5.8,10.1,57.5,40.75,10038.2
27/8/08,17,13.9,5.9,10.1,58,45.06,10463.8
27/8/08,17.5,13.85,6,10.1,59,49.95,10981.85
27/8/08,18,13.8,6.1,10.1,60,72.46,11704.78
27/8/08,18.5,13.65,6.400000001,10.15,61.5,91.7,12089.19
27/8/08,19,13.5,6.7,10.2,63,91.67,12020.56
27/8/08,19.5,13.4,6.65,10.15,63.5,82.38,11770.92
27/8/08,20,13.3,6.6,10.1,64,69.95,11545.45
27/8/08,20.5,13.2,6.65,10.05,64.5,63.39,11388.37
27/8/08,21,13.1,6.7,10,65,49.33,11098.96
27/8/08,21.5,12.75,6.75,9.85,67.00000001,44,10749.77
27/8/08,22,12.4,6.8,9.7,69,37.56,10305.11
27/8/08,22.5,11.9,6.9,9.5,71.5,40.36,10238.61
27/8/08,23,11.4,7,9.3,74,33.71,9869.74
27/8/08,23.5,11.1,6.800000001,9.050000001,74.5,33.42,9657.38
28/8/08,0,10.8,6.6,8.8,75,29.03,9519.73
28/8/08,0.5,10.5,6.6,8.65,76.5,29.46,9346.71
28/8/08,1,10.2,6.6,8.5,78,24.6,9183.42
28/8/08,1.5,9.95,6.35,8.25,78,25.53,9014.67
28/8/08,2,9.7,6.1,8,78,20.35,8767.28
28/8/08,2.5,9.6,6.399999999,8.1,80.49999999,24.04,8329.17
28/8/08,3,9.5,6.7,8.2,83,23.07,8007.53
28/8/08,3.5,9.249999999,6.8,8.1,85.00000001,19.94,7695.19
28/8/08,4,9,6.9,8,87,18.42,7513.75
28/8/08,4.5,8.95,6.8,7.95,86.5,17.47,7445.74
28/8/08,5,8.9,6.7,7.9,86,19.3,7512.07
28/8/08,5.5,8.9,6.65,7.85,85.5,22.78,7868.49
28/8/08,6,8.9,6.6,7.8,85,24.12,8383.86
28/8/08,6.5,9.05,6.850000001,8.000000001,86,30.4,9321.58
28/8/08,7,9.2,7.1,8.2,87,39.07,10149.07
28/8/08,7.5,9.4,7.65,8.55,89,39.63,10598.09
28/8/08,8,9.6,8.2,8.9,91,49.6,10992.9
28/8/08,8.5,10.75,8.649999999,9.699999998,87.00000001,42.73,10929.01
28/8/08,9,11.9,9.1,10.5,83,40.4,10748.16
28/8/08,9.5,12.65,8.899999999,10.8,77.99999999,40.71,10658.68
28/8/08,10,13.4,8.7,11.1,73,35.57,10521.05
28/8/08,10.5,13.95,8.5,11.25,69.5,34.67,10436.28
28/8/08,11,14.5,8.3,11.4,66,34.35,10400.4
28/8/08,11.5,14.75,8.25,11.5,65,33.54,10241.45
